epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,132.822,1.37824,1.32125,1.23088,0.79895,0.7251,0.78138,0.45727,1.5039,1.12921,1.35161,0.00100459,0.00100459,0.00100459
20,139.464,1.41046,1.30455,1.25675,0.79104,0.77219,0.79473,0.42214,1.60874,1.14221,1.4396,0.000981008,0.000981008,0.000981008
21,146.245,1.35843,1.25423,1.26654,0.8199,0.77925,0.80135,0.40373,1.60582,1.14804,1.42436,0.00095743,0.00095743,0.00095743
22,153.733,1.45098,1.2722,1.28637,0.83672,0.81988,0.81574,0.43321,1.5436,1.07992,1.35564,0.000933851,0.000933851,0.000933851
23,160.845,1.42625,1.23194,1.25475,0.78455,0.75413,0.72415,0.39517,1.5666,1.18644,1.40882,0.000910273,0.000910273,0.000910273
24,167.615,1.38281,1.20624,1.23985,0.81509,0.69857,0.73949,0.41651,1.55646,1.06438,1.33914,0.000886694,0.000886694,0.000886694
25,175.632,1.37435,1.21062,1.20225,0.80125,0.7893,0.76442,0.41852,1.554,1.05019,1.32315,0.000863116,0.000863116,0.000863116
26,183.205,1.3463,1.15961,1.18793,0.81899,0.79963,0.79743,0.43849,1.53741,1.01621,1.30371,0.000839537,0.000839537,0.000839537
27,190.037,1.32511,1.17386,1.18222,0.81902,0.83789,0.8094,0.44015,1.49547,0.96599,1.28242,0.000815959,0.000815959,0.000815959
28,196.871,1.30308,1.10965,1.18135,0.80067,0.80899,0.75191,0.41052,1.59602,1.07072,1.35671,0.00079238,0.00079238,0.00079238
29,204.155,1.38342,1.11391,1.21625,0.80282,0.77566,0.74944,0.40185,1.6395,1.08187,1.42177,0.000768802,0.000768802,0.000768802
30,211.243,1.33527,1.07531,1.18981,0.83299,0.77725,0.76962,0.43502,1.55301,0.99376,1.38829,0.000745223,0.000745223,0.000745223
31,218.335,1.29606,1.08036,1.19671,0.79874,0.79607,0.80256,0.45177,1.5073,0.99253,1.36083,0.000721645,0.000721645,0.000721645
32,225.601,1.35476,1.06823,1.17198,0.83559,0.78677,0.77585,0.43636,1.52414,0.96646,1.3694,0.000698066,0.000698066,0.000698066
33,234.264,1.27401,1.04005,1.15073,0.81307,0.78677,0.77915,0.4323,1.52632,0.95724,1.36382,0.000674488,0.000674488,0.000674488
34,242.939,1.30821,1.046,1.1974,0.87196,0.81921,0.82241,0.42704,1.55797,0.97132,1.39713,0.000650909,0.000650909,0.000650909
35,250.775,1.24978,1.04091,1.1741,0.82691,0.79211,0.8184,0.41889,1.54057,0.97549,1.3766,0.000627331,0.000627331,0.000627331
36,258.381,1.23548,0.98546,1.13233,0.84043,0.80479,0.80806,0.44434,1.45313,0.95492,1.33138,0.000603752,0.000603752,0.000603752
37,266.254,1.1776,0.98227,1.14122,0.83347,0.75413,0.77892,0.42826,1.52332,1.03466,1.35424,0.000580174,0.000580174,0.000580174
38,273.601,1.26038,0.98664,1.12207,0.78485,0.79014,0.78193,0.4558,1.47183,0.9469,1.30024,0.000556595,0.000556595,0.000556595
39,280.775,1.20952,0.99854,1.13705,0.81282,0.80899,0.80661,0.46075,1.46832,0.92182,1.31472,0.000533017,0.000533017,0.000533017
40,288.706,1.18375,0.92155,1.11176,0.8472,0.77566,0.80875,0.45256,1.54014,0.95463,1.32597,0.000509438,0.000509438,0.000509438
41,296.514,1.27411,0.96061,1.15516,0.81387,0.80431,0.81659,0.45072,1.53527,0.93013,1.31827,0.00048586,0.00048586,0.00048586
42,304.125,1.22538,0.89611,1.11128,0.86323,0.8003,0.81764,0.44057,1.51741,0.93893,1.34054,0.000462281,0.000462281,0.000462281
43,312.582,1.26815,0.92526,1.16381,0.85583,0.77566,0.82751,0.4553,1.5052,0.89455,1.32146,0.000438703,0.000438703,0.000438703
44,319.896,1.22248,0.90992,1.13565,0.83695,0.78677,0.80108,0.45329,1.52243,0.92268,1.34567,0.000415124,0.000415124,0.000415124
45,327.309,1.20132,0.89347,1.13148,0.82997,0.78957,0.81728,0.45508,1.52891,0.95654,1.34479,0.000391546,0.000391546,0.000391546
46,334.187,1.16187,0.88105,1.12177,0.84505,0.77566,0.81336,0.46004,1.52412,0.92798,1.33187,0.000367967,0.000367967,0.000367967
47,341.122,1.20369,0.87217,1.10956,0.78219,0.80934,0.82169,0.46163,1.50287,0.9022,1.32765,0.000344389,0.000344389,0.000344389
48,348.484,1.18162,0.89935,1.11641,0.83053,0.79292,0.81762,0.43959,1.63404,0.93424,1.40126,0.00032081,0.00032081,0.00032081
49,355.77,1.15627,0.86205,1.08918,0.87798,0.8208,0.87091,0.43205,1.65065,0.91932,1.41795,0.000297232,0.000297232,0.000297232
50,364.67,1.16027,0.86053,1.1252,0.8366,0.8024,0.84971,0.42289,1.64373,0.91146,1.43546,0.000273654,0.000273654,0.000273654
51,373.661,1.15329,0.82753,1.09875,0.82149,0.79882,0.82421,0.41437,1.59809,0.93707,1.40612,0.000250075,0.000250075,0.000250075
52,381.887,1.11219,0.8467,1.1055,0.85822,0.85276,0.85766,0.43752,1.57034,0.88394,1.39148,0.000226497,0.000226497,0.000226497
53,389.857,1.1303,0.81734,1.09251,0.85961,0.8473,0.858,0.44378,1.57124,0.87847,1.39408,0.000202918,0.000202918,0.000202918
54,397.398,1.15683,0.82462,1.05993,0.84227,0.84205,0.85301,0.45854,1.56045,0.86742,1.40098,0.00017934,0.00017934,0.00017934
55,404.91,1.09116,0.79214,1.06014,0.83628,0.8291,0.85146,0.45939,1.57825,0.85298,1.41584,0.000155761,0.000155761,0.000155761
56,412.108,1.11149,0.7812,1.08231,0.83131,0.83121,0.84099,0.45584,1.59991,0.84593,1.43059,0.000132183,0.000132183,0.000132183
57,418.681,1.08805,0.79652,1.04399,0.80537,0.80899,0.80374,0.4348,1.58488,0.88578,1.41506,0.000108604,0.000108604,0.000108604
58,425.966,1.10113,0.79853,1.07526,0.84049,0.78677,0.8077,0.4322,1.59078,0.88592,1.41759,8.50255e-05,8.50255e-05,8.50255e-05
59,433.338,1.07244,0.76213,1.08036,0.82152,0.80806,0.81351,0.44317,1.58583,0.85983,1.4155,6.1447e-05,6.1447e-05,6.1447e-05
60,440.382,1.06712,0.74457,1.04903,0.83273,0.78677,0.81753,0.44924,1.59598,0.83721,1.43013,3.78685e-05,3.78685e-05,3.78685e-05
