epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,293.372,1.39807,1.43063,1.21112,0.98609,0.33185,0.7048,0.39299,1.47912,2.1049,1.24742,0.000843719,0.000843719,0.000843719
19,305.925,1.35038,1.36878,1.20328,0.86759,0.46022,0.70577,0.38255,1.54642,2.01966,1.30779,0.000864522,0.000864522,0.000864522
20,318.564,1.31704,1.32906,1.19747,0.86267,0.51007,0.75324,0.40304,1.59853,1.86068,1.36534,0.000882496,0.000882496,0.000882496
21,331.154,1.36926,1.2979,1.18509,0.84852,0.62084,0.73252,0.39294,1.59744,1.66364,1.37159,0.000863116,0.000863116,0.000863116
22,344.084,1.43095,1.33374,1.22471,0.75399,0.65702,0.70383,0.37845,1.62799,1.63121,1.39293,0.000834822,0.000834822,0.000834822
23,357.153,1.38444,1.31809,1.20545,0.76362,0.60242,0.72839,0.39018,1.56621,1.69663,1.32618,0.000806528,0.000806528,0.000806528
24,370.689,1.38028,1.26401,1.19629,0.73379,0.64269,0.7209,0.39211,1.55233,1.66385,1.34496,0.000778233,0.000778233,0.000778233
25,382.29,1.35904,1.24029,1.18734,0.63321,0.62682,0.64898,0.37637,1.53191,1.63393,1.29942,0.000749939,0.000749939,0.000749939
26,394.387,1.31986,1.22915,1.15226,0.68725,0.76853,0.74585,0.41029,1.5069,1.41951,1.26837,0.000721645,0.000721645,0.000721645
27,406.57,1.3213,1.19383,1.15227,0.76963,0.7616,0.73669,0.42067,1.53931,1.34392,1.29571,0.000693351,0.000693351,0.000693351
28,418.776,1.30037,1.18276,1.15634,0.75819,0.77929,0.7736,0.42354,1.48341,1.24742,1.31413,0.000665057,0.000665057,0.000665057
29,431.141,1.30199,1.16879,1.16192,0.70388,0.78223,0.74695,0.405,1.48068,1.19819,1.32996,0.000636762,0.000636762,0.000636762
30,443.828,1.24394,1.14538,1.13603,0.74027,0.81834,0.76191,0.41433,1.45916,1.18599,1.27978,0.000608468,0.000608468,0.000608468
31,456.687,1.26618,1.13329,1.15379,0.75719,0.85059,0.7592,0.38587,1.53672,1.22283,1.34908,0.000580174,0.000580174,0.000580174
32,469.581,1.30773,1.11276,1.15368,0.69497,0.81154,0.69396,0.37948,1.5442,1.19578,1.35081,0.00055188,0.00055188,0.00055188
33,482.976,1.23454,1.08675,1.11419,0.75584,0.74703,0.73268,0.38429,1.56259,1.14706,1.36816,0.000523586,0.000523586,0.000523586
34,496.447,1.24523,1.08425,1.1288,0.72439,0.73146,0.72789,0.39572,1.62858,1.11094,1.4135,0.000495291,0.000495291,0.000495291
35,506.807,1.26692,1.04856,1.14691,0.72861,0.77533,0.72741,0.40797,1.57449,1.11712,1.34762,0.000466997,0.000466997,0.000466997
36,517.249,1.23268,1.01695,1.11398,0.76069,0.79198,0.77194,0.41233,1.52517,1.05046,1.32582,0.000438703,0.000438703,0.000438703
37,528.09,1.22496,1.01554,1.16051,0.74459,0.7812,0.73518,0.41328,1.61682,1.08676,1.40606,0.000410409,0.000410409,0.000410409
38,539.354,1.2399,1.02911,1.12362,0.75776,0.78608,0.77174,0.40635,1.62072,1.09682,1.39367,0.000382115,0.000382115,0.000382115
39,550.703,1.21061,1.01044,1.11136,0.79306,0.80758,0.7892,0.4011,1.65643,1.04574,1.38687,0.00035382,0.00035382,0.00035382
40,562.439,1.20275,0.98268,1.10395,0.76852,0.7889,0.75461,0.4074,1.64553,1.00962,1.38141,0.000325526,0.000325526,0.000325526
41,574.855,1.19172,0.96976,1.11789,0.77878,0.81834,0.80312,0.40919,1.64199,0.99266,1.35989,0.000297232,0.000297232,0.000297232
42,587.006,1.16911,0.96151,1.08488,0.67279,0.78599,0.71072,0.39981,1.62612,1.04801,1.32339,0.000268938,0.000268938,0.000268938
43,599.536,1.1288,0.93973,1.08315,0.72129,0.8029,0.72459,0.4025,1.60502,1.05072,1.32501,0.000240644,0.000240644,0.000240644
44,611.797,1.1485,0.92637,1.08762,0.72349,0.80489,0.71652,0.40705,1.62787,1.00153,1.34401,0.000212349,0.000212349,0.000212349
45,624.304,1.11199,0.92153,1.07151,0.74771,0.79683,0.73721,0.40563,1.59744,0.97978,1.33281,0.000184055,0.000184055,0.000184055
46,635.448,1.10395,0.89626,1.05841,0.7104,0.80032,0.69847,0.39025,1.64203,0.97722,1.36893,0.000155761,0.000155761,0.000155761
47,646.457,1.11102,0.88092,1.06712,0.72208,0.82475,0.73163,0.39526,1.66118,0.97841,1.39019,0.000127467,0.000127467,0.000127467
48,657.787,1.08174,0.85699,1.06883,0.7349,0.801,0.72494,0.38803,1.64518,0.9669,1.37832,9.91726e-05,9.91726e-05,9.91726e-05
49,669.192,1.09369,0.87172,1.06095,0.73034,0.80872,0.71849,0.39205,1.63059,0.94704,1.36033,7.08784e-05,7.08784e-05,7.08784e-05
50,680.778,1.06585,0.85777,1.06973,0.74988,0.79829,0.73688,0.38762,1.61234,0.93919,1.34879,4.25842e-05,4.25842e-05,4.25842e-05
