epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,63.2783,1.3922,1.41616,1.25817,0.81032,0.37021,0.68182,0.29113,1.9608,2.06775,1.5194,0.00108208,0.00108208,0.00108208
21,66.0675,1.57349,1.46519,1.36831,0.89685,0.4998,0.79733,0.38217,1.77986,1.90532,1.48831,0.00107532,0.00107532,0.00107532
22,68.784,1.46032,1.49605,1.31922,0.89335,0.56303,0.84158,0.40787,1.7051,1.80101,1.50424,0.00105764,0.00105764,0.00105764
23,71.579,1.50899,1.43116,1.34617,0.8164,0.65288,0.80442,0.38147,1.74091,1.71559,1.49956,0.00103995,0.00103995,0.00103995
24,74.4004,1.39796,1.33766,1.30366,0.78458,0.78096,0.83426,0.40522,1.77672,1.51765,1.46949,0.00102227,0.00102227,0.00102227
25,77.1446,1.52678,1.41087,1.34592,0.7827,0.83853,0.83928,0.37644,1.77483,1.50004,1.44241,0.00100459,0.00100459,0.00100459
26,80.0022,1.46392,1.35411,1.29103,0.75949,0.86893,0.84083,0.40242,1.81558,1.43287,1.46157,0.000986903,0.000986903,0.000986903
27,82.817,1.3889,1.35944,1.24482,0.80205,0.83704,0.84082,0.37718,1.82478,1.38431,1.45791,0.000969219,0.000969219,0.000969219
28,85.5896,1.42801,1.33966,1.24025,0.80594,0.86091,0.87937,0.43575,1.66141,1.16789,1.38342,0.000951535,0.000951535,0.000951535
29,88.3758,1.41969,1.30021,1.2536,0.81825,0.87407,0.89166,0.46172,1.54643,1.13425,1.32134,0.000933851,0.000933851,0.000933851
30,91.1088,1.40214,1.21665,1.25761,0.85747,0.82963,0.85817,0.43459,1.69938,1.22766,1.40226,0.000916168,0.000916168,0.000916168
31,93.9118,1.446,1.26871,1.23009,0.90444,0.84956,0.89464,0.43931,1.7103,1.1515,1.384,0.000898484,0.000898484,0.000898484
32,96.7231,1.39552,1.26632,1.25894,0.90839,0.80699,0.86434,0.35634,1.96386,1.19575,1.57501,0.0008808,0.0008808,0.0008808
33,99.4485,1.41036,1.23012,1.24142,0.89243,0.83285,0.89109,0.38312,1.89711,1.11227,1.55057,0.000863116,0.000863116,0.000863116
34,102.162,1.38091,1.19045,1.23628,0.91234,0.84854,0.84209,0.4168,1.82578,1.08508,1.51965,0.000845432,0.000845432,0.000845432
35,104.917,1.32204,1.17792,1.198,0.91382,0.84759,0.82975,0.43187,1.77962,1.05577,1.47122,0.000827748,0.000827748,0.000827748
36,107.705,1.33775,1.17584,1.17992,0.92273,0.85185,0.88282,0.44438,1.7706,0.99572,1.4588,0.000810064,0.000810064,0.000810064
37,110.465,1.35093,1.11902,1.17512,0.90775,0.83704,0.86621,0.42457,1.78358,0.9871,1.47846,0.00079238,0.00079238,0.00079238
38,113.208,1.28438,1.11103,1.16689,0.91491,0.85177,0.90148,0.44564,1.73124,0.96453,1.4313,0.000774697,0.000774697,0.000774697
39,115.953,1.29824,1.11441,1.16274,0.9234,0.90839,0.93241,0.4751,1.61643,0.95058,1.36964,0.000757013,0.000757013,0.000757013
40,118.881,1.299,1.11071,1.22019,0.90453,0.88749,0.9227,0.48814,1.6246,0.96053,1.39128,0.000739329,0.000739329,0.000739329
41,121.767,1.28973,1.1002,1.17932,0.9374,0.89736,0.92677,0.48745,1.53717,0.95165,1.34968,0.000721645,0.000721645,0.000721645
42,124.539,1.2501,1.05583,1.18152,0.93261,0.91852,0.92286,0.47791,1.52767,0.9232,1.36196,0.000703961,0.000703961,0.000703961
43,127.357,1.27686,1.05391,1.15781,0.90316,0.8963,0.88057,0.44924,1.60199,0.97394,1.36778,0.000686277,0.000686277,0.000686277
44,130.155,1.31101,1.10084,1.16776,0.89115,0.89045,0.87466,0.43164,1.6741,0.96317,1.3736,0.000668593,0.000668593,0.000668593
45,133.008,1.24076,1.00631,1.14095,0.90002,0.89355,0.86515,0.46363,1.59754,0.93797,1.34545,0.000650909,0.000650909,0.000650909
46,135.765,1.24215,1.01235,1.13281,0.9024,0.89199,0.8665,0.45685,1.60142,0.9458,1.3498,0.000633226,0.000633226,0.000633226
47,138.473,1.23244,1.02233,1.09682,0.87337,0.87407,0.86991,0.45159,1.72827,0.93535,1.40846,0.000615542,0.000615542,0.000615542
48,141.344,1.20416,0.98187,1.15352,0.87134,0.87407,0.85727,0.43605,1.74956,0.92511,1.44395,0.000597858,0.000597858,0.000597858
49,144.14,1.18532,0.95402,1.11506,0.93459,0.91111,0.90859,0.46364,1.72432,0.90427,1.42841,0.000580174,0.000580174,0.000580174
50,147.018,1.28882,0.96371,1.16019,0.91596,0.87407,0.857,0.47825,1.67649,0.87428,1.39006,0.00056249,0.00056249,0.00056249
51,149.911,1.20476,0.94706,1.10006,0.91752,0.87407,0.86473,0.48847,1.66427,0.83264,1.35824,0.000544806,0.000544806,0.000544806
52,152.802,1.14646,0.90019,1.07983,0.94308,0.8963,0.90426,0.48207,1.64773,0.85431,1.37635,0.000527122,0.000527122,0.000527122
53,155.635,1.20838,0.94318,1.08672,0.92324,0.8963,0.89538,0.48345,1.61243,0.87005,1.35822,0.000509438,0.000509438,0.000509438
54,158.727,1.18244,0.90452,1.10469,0.89514,0.87407,0.84596,0.47511,1.62697,0.8548,1.3496,0.000491755,0.000491755,0.000491755
55,161.602,1.17686,0.92487,1.07527,0.88967,0.86856,0.83246,0.46887,1.68794,0.84511,1.37872,0.000474071,0.000474071,0.000474071
56,164.609,1.15112,0.89878,1.07823,0.87813,0.87407,0.83763,0.45698,1.72751,0.83433,1.38844,0.000456387,0.000456387,0.000456387
57,167.544,1.17341,0.91962,1.06922,0.91204,0.87407,0.86551,0.47988,1.72145,0.81673,1.40204,0.000438703,0.000438703,0.000438703
58,170.54,1.21917,0.90972,1.12086,0.92516,0.87407,0.86505,0.46152,1.74556,0.81395,1.42396,0.000421019,0.000421019,0.000421019
59,173.663,1.17977,0.87096,1.10582,0.92235,0.87407,0.86269,0.46188,1.76086,0.80597,1.43151,0.000403335,0.000403335,0.000403335
60,176.685,1.1241,0.8758,1.05367,0.97928,0.93333,0.96822,0.4856,1.67821,0.78082,1.41247,0.000385651,0.000385651,0.000385651
61,179.867,1.11125,0.83041,1.08918,0.94891,0.8963,0.91843,0.48466,1.65497,0.77912,1.40843,0.000367967,0.000367967,0.000367967
62,182.782,1.10367,0.86025,1.01174,0.95529,0.90566,0.92725,0.51009,1.63381,0.76703,1.38859,0.000350284,0.000350284,0.000350284
63,185.766,1.11874,0.87265,1.0621,0.95284,0.90372,0.9267,0.50825,1.64153,0.7658,1.39334,0.0003326,0.0003326,0.0003326
64,188.503,1.06846,0.86402,1.01492,0.94884,0.89883,0.94774,0.49605,1.6374,0.76902,1.37961,0.000314916,0.000314916,0.000314916
65,191.304,1.06823,0.81047,1.06102,0.94308,0.89916,0.9473,0.49123,1.6392,0.75807,1.36157,0.000297232,0.000297232,0.000297232
66,194.036,1.11139,0.83486,1.06909,0.93489,0.90584,0.94088,0.491,1.63942,0.74879,1.36574,0.000279548,0.000279548,0.000279548
67,196.853,1.13681,0.82151,1.04817,0.89304,0.87756,0.89947,0.48345,1.62232,0.75863,1.34994,0.000261864,0.000261864,0.000261864
68,199.823,1.02819,0.81032,1.0072,0.91203,0.8622,0.89076,0.49123,1.62203,0.7431,1.352,0.00024418,0.00024418,0.00024418
69,202.732,1.01996,0.77831,0.99927,0.91515,0.8619,0.88435,0.4851,1.63851,0.74205,1.35935,0.000226497,0.000226497,0.000226497
70,205.55,1.07061,0.79601,1.05553,0.95571,0.90063,0.92885,0.49032,1.65134,0.74788,1.36106,0.000208813,0.000208813,0.000208813
71,208.583,1.04738,0.81303,1.04074,0.95356,0.90636,0.93052,0.46853,1.67136,0.72846,1.37659,0.000191129,0.000191129,0.000191129
72,211.341,1.06924,0.77804,1.06903,0.95221,0.91117,0.93375,0.46932,1.71637,0.74307,1.4261,0.000173445,0.000173445,0.000173445
73,214.079,1.02487,0.76047,1.03464,0.95203,0.91549,0.93512,0.46035,1.72782,0.73464,1.43488,0.000155761,0.000155761,0.000155761
74,216.91,1.0256,0.75168,1.01119,0.95243,0.9181,0.94044,0.45196,1.72193,0.73616,1.42112,0.000138077,0.000138077,0.000138077
75,219.642,0.98316,0.76679,0.98427,0.95148,0.91852,0.94412,0.46851,1.71425,0.72696,1.42024,0.000120393,0.000120393,0.000120393
76,222.37,1.00615,0.77343,1.00816,0.95093,0.92477,0.94439,0.45937,1.71228,0.71392,1.42723,0.000102709,0.000102709,0.000102709
77,225.167,1.00855,0.75254,0.99492,0.95174,0.92396,0.94605,0.46082,1.71076,0.70892,1.42989,8.50255e-05,8.50255e-05,8.50255e-05
78,227.913,0.98438,0.76886,1.01283,0.95213,0.92345,0.9483,0.45756,1.71539,0.70932,1.4382,6.73416e-05,6.73416e-05,6.73416e-05
79,230.832,0.99158,0.75865,0.99092,0.95253,0.92293,0.94733,0.45977,1.71151,0.70439,1.4363,4.96578e-05,4.96578e-05,4.96578e-05
80,233.58,1.01109,0.75437,1.02063,0.95296,0.92314,0.9483,0.46553,1.69944,0.70589,1.42858,3.19739e-05,3.19739e-05,3.19739e-05
