epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,44.7978,1.67202,1.72002,1.38078,0.99468,0.16545,0.47231,0.26601,1.57546,2.7388,1.36408,0.000859111,0.000859111,0.000859111
15,47.6596,1.51938,1.68955,1.35657,0.86609,0.20121,0.45693,0.28107,1.5515,2.64574,1.36593,0.000910896,0.000910896,0.000910896
16,50.4074,1.47923,1.63018,1.31235,1,0.22923,0.56829,0.30742,1.57651,2.59699,1.34525,0.000961267,0.000961267,0.000961267
17,53.4663,1.56866,1.61378,1.3343,1,0.32753,0.74223,0.40608,1.56846,2.39988,1.34936,0.00101022,0.00101022,0.00101022
18,56.3992,1.50124,1.56134,1.30894,0.97636,0.29121,0.68625,0.34561,1.77999,2.37407,1.51294,0.00105776,0.00105776,0.00105776
19,59.7312,1.4304,1.50323,1.3167,0.97725,0.34061,0.74629,0.31316,1.8264,2.22252,1.55183,0.00110389,0.00110389,0.00110389
20,62.7516,1.43623,1.46485,1.2835,0.8287,0.41862,0.7674,0.39743,1.77373,2.07458,1.53712,0.0011486,0.0011486,0.0011486
21,65.7692,1.49628,1.43895,1.31498,0.79693,0.51938,0.79188,0.38043,1.76559,1.84188,1.53923,0.00114606,0.00114606,0.00114606
22,68.5849,1.39034,1.41185,1.26257,0.86757,0.74866,0.80492,0.40128,1.72491,1.56572,1.52547,0.00113191,0.00113191,0.00113191
23,71.4897,1.46885,1.42319,1.3201,0.90038,0.85443,0.95892,0.45904,1.63139,1.4165,1.50764,0.00111776,0.00111776,0.00111776
24,74.285,1.40056,1.38577,1.30872,0.94507,0.85482,0.88327,0.46084,1.65569,1.31176,1.48766,0.00110362,0.00110362,0.00110362
25,77.0357,1.42489,1.41496,1.28188,0.85699,0.84276,0.87268,0.42701,1.78508,1.28601,1.54052,0.00108947,0.00108947,0.00108947
26,80.0143,1.42539,1.36449,1.30955,0.85231,0.91852,0.91681,0.43403,1.71379,1.16653,1.53291,0.00107532,0.00107532,0.00107532
27,83.1349,1.30287,1.31942,1.22456,0.79952,0.8963,0.91451,0.4452,1.7071,1.12021,1.49945,0.00106118,0.00106118,0.00106118
28,86.2241,1.44125,1.40823,1.25197,0.8129,0.87114,0.86985,0.46351,1.63904,1.1024,1.45156,0.00104703,0.00104703,0.00104703
29,89.2256,1.43291,1.32473,1.25419,0.88841,0.86045,0.8738,0.45328,1.71297,1.12702,1.56429,0.00103288,0.00103288,0.00103288
30,91.9738,1.40741,1.2415,1.26711,0.85066,0.84205,0.86054,0.46226,1.65803,1.19635,1.45636,0.00101873,0.00101873,0.00101873
31,94.8613,1.38473,1.30298,1.21037,0.75955,0.80826,0.86991,0.40497,1.74126,1.29239,1.4563,0.00100459,0.00100459,0.00100459
32,97.6731,1.43134,1.27828,1.28716,0.75632,0.83329,0.82511,0.35712,1.80589,1.31358,1.49123,0.00099044,0.00099044,0.00099044
33,100.41,1.34715,1.23273,1.24014,0.81637,0.66633,0.73647,0.32179,1.79993,1.33408,1.49335,0.000976293,0.000976293,0.000976293
34,103.032,1.34752,1.21963,1.23037,0.72031,0.5667,0.59072,0.28173,1.91402,1.42049,1.60198,0.000962146,0.000962146,0.000962146
35,105.734,1.34221,1.20052,1.19896,0.71181,0.5595,0.60921,0.33491,1.86533,1.39622,1.53518,0.000947999,0.000947999,0.000947999
36,108.367,1.40368,1.25211,1.21741,0.86053,0.86967,0.90203,0.44619,1.62022,1.13676,1.3597,0.000933851,0.000933851,0.000933851
37,111.076,1.29121,1.19338,1.17268,0.91312,0.86301,0.91809,0.48057,1.56932,1.08161,1.33829,0.000919704,0.000919704,0.000919704
38,113.76,1.23141,1.11892,1.18901,0.93704,0.85706,0.90442,0.46308,1.60868,1.10475,1.35533,0.000905557,0.000905557,0.000905557
39,116.504,1.33494,1.13253,1.20699,0.87152,0.86667,0.91921,0.45542,1.5691,1.10104,1.36642,0.00089141,0.00089141,0.00089141
40,119.497,1.30424,1.08703,1.2334,0.96995,0.92137,0.96681,0.48804,1.60325,1.02483,1.39098,0.000877263,0.000877263,0.000877263
41,122.324,1.30848,1.06178,1.17834,0.90865,0.88994,0.93329,0.49308,1.57907,1.0026,1.35362,0.000863116,0.000863116,0.000863116
42,125.231,1.35319,1.06578,1.20353,0.93953,0.81109,0.87554,0.47027,1.64026,1.06915,1.39104,0.000848969,0.000848969,0.000848969
43,128.048,1.34274,1.06532,1.18781,0.92237,0.80824,0.87388,0.47375,1.67837,0.99694,1.3946,0.000834822,0.000834822,0.000834822
44,130.85,1.37225,1.0593,1.18485,0.85341,0.86193,0.87999,0.46673,1.6363,1.00241,1.37318,0.000820675,0.000820675,0.000820675
45,133.533,1.24149,0.989,1.15759,0.91493,0.86432,0.87322,0.48258,1.595,1.02941,1.40886,0.000806528,0.000806528,0.000806528
46,136.206,1.27194,1.01162,1.15999,0.86637,0.88889,0.86803,0.46989,1.63739,1.02888,1.44652,0.00079238,0.00079238,0.00079238
47,138.898,1.2503,1.05738,1.11746,0.89316,0.88889,0.899,0.47849,1.60103,0.99378,1.415,0.000778233,0.000778233,0.000778233
48,141.646,1.23686,0.98172,1.18564,0.86401,0.86109,0.85822,0.47356,1.60662,1.08957,1.41658,0.000764086,0.000764086,0.000764086
49,144.307,1.20343,0.98325,1.14602,0.88693,0.91111,0.89755,0.4921,1.6059,0.9941,1.39512,0.000749939,0.000749939,0.000749939
50,146.97,1.214,0.96638,1.13914,0.9709,0.95048,0.9685,0.53442,1.58107,0.90555,1.39002,0.000735792,0.000735792,0.000735792
51,149.596,1.20086,0.96098,1.11268,0.92566,0.87896,0.90038,0.50016,1.60546,0.91988,1.3652,0.000721645,0.000721645,0.000721645
52,152.227,1.12193,0.95059,1.08394,0.87209,0.79607,0.80839,0.42456,1.72763,1.00952,1.45639,0.000707498,0.000707498,0.000707498
53,154.866,1.2156,0.96661,1.10619,0.93219,0.8868,0.91021,0.42227,1.73494,0.96571,1.46867,0.000693351,0.000693351,0.000693351
54,157.827,1.17188,0.93556,1.11547,0.94575,0.88605,0.92381,0.45403,1.68954,0.92556,1.44376,0.000679204,0.000679204,0.000679204
55,160.588,1.20446,0.98187,1.10319,0.95661,0.88478,0.90609,0.48516,1.64053,0.89994,1.40556,0.000665057,0.000665057,0.000665057
56,163.445,1.13469,0.91959,1.09578,0.95468,0.85737,0.92459,0.5233,1.57573,0.8717,1.35365,0.000650909,0.000650909,0.000650909
57,166.163,1.21209,0.93072,1.10915,0.98149,0.90383,0.95682,0.53922,1.53574,0.83581,1.35146,0.000636762,0.000636762,0.000636762
58,168.881,1.21165,0.92007,1.11108,0.95963,0.90294,0.95766,0.51672,1.59114,0.83598,1.40864,0.000622615,0.000622615,0.000622615
59,171.641,1.16474,0.89728,1.10926,0.90745,0.90962,0.93313,0.51055,1.59282,0.82356,1.39735,0.000608468,0.000608468,0.000608468
60,174.448,1.14745,0.89833,1.07674,0.88279,0.9417,0.94096,0.53843,1.54274,0.782,1.36001,0.000594321,0.000594321,0.000594321
61,177.356,1.07988,0.85143,1.0927,0.96382,0.92079,0.98102,0.54111,1.54761,0.78136,1.38751,0.000580174,0.000580174,0.000580174
62,180.132,1.1004,0.868,1.03413,0.96765,0.92067,0.98123,0.52265,1.54588,0.77432,1.3773,0.000566027,0.000566027,0.000566027
63,182.844,1.15824,0.88039,1.09378,0.96433,0.94892,0.97628,0.53261,1.55523,0.75228,1.3737,0.00055188,0.00055188,0.00055188
64,185.579,1.1218,0.86392,1.07001,0.96696,0.94508,0.97601,0.51663,1.54304,0.73898,1.31948,0.000537733,0.000537733,0.000537733
65,188.357,1.0758,0.80078,1.0823,0.95577,0.95056,0.97241,0.52194,1.54604,0.74881,1.31603,0.000523586,0.000523586,0.000523586
66,191.038,1.16136,0.84362,1.11902,0.96294,0.95125,0.97243,0.54676,1.56486,0.75378,1.33897,0.000509438,0.000509438,0.000509438
67,193.84,1.19868,0.832,1.09383,0.97079,0.95212,0.97027,0.51713,1.6068,0.77798,1.38741,0.000495291,0.000495291,0.000495291
68,196.701,1.07037,0.79934,1.04699,0.9543,0.93333,0.96383,0.51538,1.59338,0.83827,1.36704,0.000481144,0.000481144,0.000481144
69,199.557,1.01771,0.79137,1.01737,0.95656,0.93333,0.96082,0.49317,1.59964,0.82537,1.35006,0.000466997,0.000466997,0.000466997
70,202.291,1.07917,0.80638,1.05899,0.9444,0.91111,0.93796,0.49498,1.62258,0.79576,1.37015,0.00045285,0.00045285,0.00045285
71,205.098,1.11139,0.82782,1.08245,0.94437,0.91562,0.94319,0.48253,1.62254,0.81139,1.37047,0.000438703,0.000438703,0.000438703
72,207.808,1.06073,0.76429,1.06034,0.96342,0.96037,0.97206,0.50723,1.6208,0.74967,1.373,0.000424556,0.000424556,0.000424556
73,210.469,1.03227,0.76408,1.04246,0.95709,0.96001,0.97206,0.50575,1.61142,0.71352,1.3707,0.000410409,0.000410409,0.000410409
74,213.154,1.01077,0.74781,1.02818,0.95586,0.9328,0.9529,0.51658,1.58329,0.70859,1.35344,0.000396262,0.000396262,0.000396262
75,215.814,1.00688,0.74347,1.00443,0.94535,0.93222,0.95653,0.51525,1.57972,0.70107,1.34996,0.000382115,0.000382115,0.000382115
76,218.58,1.04748,0.74869,1.04207,0.91794,0.9287,0.95593,0.50926,1.62597,0.73714,1.37422,0.000367967,0.000367967,0.000367967
77,221.348,1.02237,0.76422,1.00031,0.96124,0.9258,0.955,0.49945,1.62815,0.75233,1.37082,0.00035382,0.00035382,0.00035382
78,224.01,1.05594,0.77552,1.02453,0.96256,0.92641,0.95767,0.50356,1.63224,0.75279,1.37622,0.000339673,0.000339673,0.000339673
79,226.712,1.01843,0.75676,0.99647,0.96177,0.92839,0.96288,0.50622,1.62284,0.73985,1.36786,0.000325526,0.000325526,0.000325526
80,229.377,1.00967,0.75159,1.04034,0.9829,0.95323,0.98773,0.51387,1.64771,0.71178,1.3748,0.000311379,0.000311379,0.000311379
81,232.016,0.95622,0.7198,0.99821,0.9505,0.91748,0.96761,0.51425,1.65133,0.72478,1.37384,0.000297232,0.000297232,0.000297232
82,234.745,1.00355,0.70915,1.01955,0.94733,0.9161,0.96778,0.51747,1.64137,0.74403,1.37516,0.000283085,0.000283085,0.000283085
83,237.42,1.01494,0.77197,1.00721,0.9454,0.914,0.95395,0.51284,1.63565,0.75707,1.36964,0.000268938,0.000268938,0.000268938
84,240.142,1.001,0.73073,1.01782,0.89729,0.92962,0.95128,0.50558,1.6258,0.74411,1.35776,0.000254791,0.000254791,0.000254791
85,242.864,0.98163,0.70322,1.01967,0.94424,0.88716,0.95317,0.50008,1.62242,0.73938,1.35013,0.000240644,0.000240644,0.000240644
86,245.56,0.92076,0.69859,0.97738,0.94946,0.90698,0.95253,0.5245,1.61143,0.72097,1.34898,0.000226497,0.000226497,0.000226497
87,248.384,0.8814,0.68977,0.96611,0.9504,0.90823,0.95218,0.52043,1.60444,0.71401,1.35708,0.000212349,0.000212349,0.000212349
88,251.172,0.93717,0.69864,1.01393,0.98952,0.95166,0.979,0.52717,1.60981,0.69796,1.3777,0.000198202,0.000198202,0.000198202
89,253.842,0.96867,0.72574,1.01231,0.96433,0.95556,0.97412,0.52804,1.61059,0.69853,1.37949,0.000184055,0.000184055,0.000184055
90,256.537,0.96465,0.71133,0.98397,0.95908,0.95131,0.97195,0.52175,1.61708,0.70169,1.37958,0.000169908,0.000169908,0.000169908
91,259.4,0.93568,0.69143,0.98064,0.95638,0.94884,0.96877,0.51389,1.62942,0.71092,1.38229,0.000155761,0.000155761,0.000155761
92,262.202,0.91221,0.71742,0.99109,0.95538,0.95168,0.96988,0.5063,1.64307,0.68915,1.38189,0.000141614,0.000141614,0.000141614
93,264.868,0.90151,0.6622,0.98358,0.90094,0.93646,0.9499,0.5149,1.64629,0.68084,1.39155,0.000127467,0.000127467,0.000127467
94,267.563,0.96944,0.70712,1.0077,0.91983,0.9148,0.9479,0.49766,1.63603,0.69231,1.38508,0.00011332,0.00011332,0.00011332
95,270.473,0.89109,0.64474,0.96938,0.91828,0.9147,0.9479,0.48771,1.61883,0.69992,1.38036,9.91726e-05,9.91726e-05,9.91726e-05
96,273.506,0.88729,0.66816,0.9565,0.93324,0.90069,0.94685,0.49715,1.61539,0.71051,1.38862,8.50255e-05,8.50255e-05,8.50255e-05
97,276.374,0.93673,0.67537,0.96904,0.93376,0.90021,0.94751,0.49774,1.61731,0.70777,1.39252,7.08784e-05,7.08784e-05,7.08784e-05
98,279.054,0.92535,0.68275,0.9609,0.9339,0.89981,0.95048,0.49759,1.62332,0.70285,1.4017,5.67313e-05,5.67313e-05,5.67313e-05
99,281.875,0.84318,0.63512,0.96211,0.93564,0.89807,0.95107,0.5058,1.61974,0.69891,1.39853,4.25842e-05,4.25842e-05,4.25842e-05
100,284.827,0.89162,0.66909,0.98427,0.93547,0.89443,0.93565,0.49318,1.61654,0.69885,1.39301,2.84371e-05,2.84371e-05,2.84371e-05
