epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,87.4114,1.47164,1.24008,1.31081,0.85238,0.77953,0.86159,0.42623,1.69838,1.20221,1.46077,0.00108711,0.00108711,0.00108711
31,90.1448,1.41122,1.23166,1.22574,0.83099,0.83393,0.87143,0.44528,1.62498,1.22663,1.40199,0.00107532,0.00107532,0.00107532
32,92.8797,1.46009,1.26211,1.30722,0.83668,0.85185,0.87496,0.39977,1.70371,1.3148,1.58608,0.00106353,0.00106353,0.00106353
33,95.6015,1.49978,1.30144,1.31498,0.84285,0.80742,0.86867,0.40911,1.64639,1.35275,1.47135,0.00105174,0.00105174,0.00105174
34,98.1998,1.4321,1.25842,1.26125,0.78348,0.76546,0.75029,0.32438,1.80217,1.35362,1.49407,0.00103995,0.00103995,0.00103995
35,100.886,1.39594,1.23399,1.21922,0.71757,0.68889,0.70345,0.32127,1.87078,1.3152,1.53129,0.00102817,0.00102817,0.00102817
36,103.601,1.39327,1.2624,1.20848,0.89561,0.87664,0.94631,0.46671,1.55142,1.07833,1.35972,0.00101638,0.00101638,0.00101638
37,106.437,1.37511,1.18211,1.207,0.90877,0.92664,0.95819,0.4996,1.55616,1.01879,1.35767,0.00100459,0.00100459,0.00100459
38,109.156,1.32558,1.14836,1.1901,0.94297,0.89111,0.9466,0.50153,1.59721,1.04053,1.36736,0.000992798,0.000992798,0.000992798
39,111.865,1.32782,1.11918,1.17809,0.8086,0.85665,0.8957,0.45081,1.64106,1.06757,1.40661,0.000981008,0.000981008,0.000981008
40,114.646,1.3784,1.11223,1.24915,0.98401,0.91443,0.95201,0.44581,1.6598,0.95469,1.42914,0.000969219,0.000969219,0.000969219
41,117.362,1.31114,1.09055,1.19021,0.94305,0.97214,0.97269,0.48106,1.57469,0.90712,1.34861,0.00095743,0.00095743,0.00095743
42,120.134,1.36399,1.04985,1.20905,0.96864,0.95556,0.972,0.49302,1.53064,0.94584,1.32996,0.000945641,0.000945641,0.000945641
43,122.91,1.28399,1.0354,1.14883,0.9901,0.95113,0.95967,0.4929,1.53032,0.95403,1.31949,0.000933851,0.000933851,0.000933851
44,125.623,1.33742,1.07544,1.18515,0.92553,0.94074,0.93286,0.46691,1.64052,0.94795,1.35383,0.000922062,0.000922062,0.000922062
45,128.299,1.31376,0.99735,1.18177,0.95303,0.97778,0.97105,0.48172,1.65004,0.94963,1.38431,0.000910273,0.000910273,0.000910273
46,131.004,1.30483,0.99123,1.1654,0.94367,0.95556,0.9683,0.49554,1.59601,0.90006,1.36013,0.000898484,0.000898484,0.000898484
47,133.677,1.30591,1.03637,1.13767,0.94264,0.95051,0.97705,0.49759,1.58543,0.83295,1.32652,0.000886694,0.000886694,0.000886694
48,136.479,1.25127,0.97858,1.17652,0.9595,0.9504,0.97032,0.47886,1.66665,0.87865,1.40649,0.000874905,0.000874905,0.000874905
49,139.15,1.21242,0.93749,1.1322,0.9032,0.91852,0.91367,0.47673,1.68826,0.87709,1.45649,0.000863116,0.000863116,0.000863116
50,141.829,1.24251,0.96583,1.14765,0.94383,0.95556,0.95213,0.49034,1.703,0.84045,1.48063,0.000851327,0.000851327,0.000851327
51,144.477,1.21582,0.94164,1.10301,0.99033,0.93716,0.97969,0.49861,1.62392,0.81937,1.36046,0.000839537,0.000839537,0.000839537
52,147.172,1.19354,0.89911,1.10194,0.97033,0.949,0.96268,0.49652,1.60897,0.81762,1.35441,0.000827748,0.000827748,0.000827748
53,149.847,1.22215,0.92249,1.0961,0.94663,0.95556,0.96047,0.48988,1.64099,0.82728,1.38659,0.000815959,0.000815959,0.000815959
54,152.711,1.18586,0.91787,1.12413,0.94999,0.95252,0.9599,0.50814,1.62921,0.80606,1.36893,0.00080417,0.00080417,0.00080417
55,155.462,1.1901,0.92802,1.09568,0.93078,0.92938,0.91847,0.51417,1.62585,0.80969,1.33888,0.00079238,0.00079238,0.00079238
56,158.361,1.21412,0.92625,1.11637,0.96434,0.88418,0.93529,0.51867,1.6167,0.74335,1.32586,0.000780591,0.000780591,0.000780591
57,161.124,1.19581,0.9182,1.0929,0.9905,0.90865,0.97825,0.5188,1.64331,0.74484,1.36321,0.000768802,0.000768802,0.000768802
58,163.889,1.20542,0.92491,1.11004,0.95503,0.94144,0.96741,0.48224,1.68811,0.77516,1.41594,0.000757013,0.000757013,0.000757013
59,166.647,1.23235,0.87785,1.12005,0.95246,0.86211,0.93824,0.4704,1.715,0.76497,1.40633,0.000745223,0.000745223,0.000745223
60,169.433,1.16919,0.86591,1.0716,0.96515,0.95556,0.96876,0.54424,1.56834,0.74091,1.29551,0.000733434,0.000733434,0.000733434
61,172.284,1.2079,0.86064,1.13748,0.96794,0.95158,0.96771,0.53645,1.55071,0.75592,1.30919,0.000721645,0.000721645,0.000721645
62,174.997,1.12582,0.84099,1.02647,0.96761,0.94806,0.96759,0.53506,1.55876,0.74874,1.31585,0.000709856,0.000709856,0.000709856
63,177.692,1.16246,0.86128,1.08128,0.91564,0.939,0.9412,0.49056,1.69245,0.74348,1.36157,0.000698066,0.000698066,0.000698066
64,180.52,1.23013,0.86935,1.09328,0.9291,0.94074,0.94579,0.49764,1.74994,0.70542,1.40265,0.000686277,0.000686277,0.000686277
65,183.304,1.0999,0.80977,1.09249,0.97705,0.95106,0.97499,0.53367,1.6592,0.66913,1.39525,0.000674488,0.000674488,0.000674488
66,185.966,1.18006,0.81008,1.09391,0.94058,0.91571,0.93787,0.53164,1.61749,0.66134,1.37843,0.000662699,0.000662699,0.000662699
67,188.704,1.14951,0.80433,1.05956,0.94222,0.91852,0.93149,0.5356,1.63281,0.6744,1.38292,0.000650909,0.000650909,0.000650909
68,191.471,1.12461,0.7914,1.05484,0.90609,0.87758,0.91475,0.47388,1.76703,0.68631,1.45952,0.00063912,0.00063912,0.00063912
69,194.254,1.08529,0.76121,1.03546,0.92126,0.85508,0.87334,0.44255,1.79253,0.7179,1.48537,0.000627331,0.000627331,0.000627331
70,197.008,1.15324,0.78204,1.08011,0.91904,0.85007,0.88767,0.45786,1.74512,0.70447,1.44436,0.000615542,0.000615542,0.000615542
71,199.911,1.14658,0.79045,1.08496,0.94655,0.89242,0.91248,0.47561,1.72572,0.73038,1.41249,0.000603752,0.000603752,0.000603752
72,202.682,1.11266,0.76324,1.07952,0.95267,0.8963,0.92595,0.50569,1.62652,0.71362,1.36405,0.000591963,0.000591963,0.000591963
73,205.339,1.0934,0.75587,1.06263,0.95587,0.9142,0.92161,0.50159,1.6363,0.72752,1.37119,0.000580174,0.000580174,0.000580174
74,208.034,1.10587,0.75735,1.0563,0.98325,0.92519,0.96276,0.50641,1.66831,0.70423,1.36512,0.000568385,0.000568385,0.000568385
75,210.684,1.1315,0.76118,1.04356,0.90952,0.84759,0.8819,0.47781,1.66764,0.71591,1.35915,0.000556595,0.000556595,0.000556595
76,213.459,1.13679,0.7478,1.06969,0.9615,0.88338,0.93576,0.46588,1.69699,0.726,1.3831,0.000544806,0.000544806,0.000544806
77,216.11,1.12293,0.76435,1.03227,0.92867,0.89396,0.89748,0.46305,1.70876,0.75174,1.39576,0.000533017,0.000533017,0.000533017
78,218.827,1.06453,0.758,1.01917,0.90305,0.87087,0.86029,0.46993,1.69544,0.74282,1.37929,0.000521228,0.000521228,0.000521228
79,221.495,1.11775,0.75579,1.03348,0.94159,0.89812,0.9285,0.49013,1.66616,0.72966,1.37221,0.000509438,0.000509438,0.000509438
80,224.204,1.10377,0.75763,1.07897,0.9735,0.91054,0.97555,0.52997,1.58546,0.6763,1.34516,0.000497649,0.000497649,0.000497649
81,226.945,1.0181,0.69091,1.02292,0.98953,0.90818,0.97365,0.53749,1.56517,0.6808,1.3219,0.00048586,0.00048586,0.00048586
82,229.635,1.03025,0.71079,1.01727,0.98937,0.91147,0.98081,0.53818,1.57183,0.66739,1.32148,0.000474071,0.000474071,0.000474071
83,232.332,1.10887,0.72669,1.03425,0.98766,0.92249,0.98122,0.52594,1.55789,0.67781,1.31353,0.000462281,0.000462281,0.000462281
84,235.05,1.08095,0.71708,1.06141,0.95246,0.8963,0.93885,0.54218,1.52719,0.6903,1.28227,0.000450492,0.000450492,0.000450492
85,237.738,1.01655,0.67742,1.01213,0.96727,0.91348,0.96638,0.53439,1.53816,0.67032,1.3196,0.000438703,0.000438703,0.000438703
86,240.514,1.00013,0.69032,1.00483,0.95514,0.95556,0.96765,0.53911,1.57422,0.69679,1.36637,0.000426914,0.000426914,0.000426914
87,243.234,0.96644,0.68298,0.995,0.9198,0.91852,0.93072,0.53508,1.58869,0.68861,1.35131,0.000415124,0.000415124,0.000415124
88,246.034,1.04482,0.69126,1.04941,0.94428,0.91852,0.9519,0.52528,1.62081,0.69913,1.3323,0.000403335,0.000403335,0.000403335
89,248.683,1.06014,0.71902,1.0494,0.94363,0.93558,0.94301,0.50591,1.65695,0.70507,1.37348,0.000391546,0.000391546,0.000391546
90,251.372,0.99451,0.66772,0.98814,0.98109,0.97778,0.97742,0.50256,1.69219,0.69259,1.40734,0.000379757,0.000379757,0.000379757
91,254.109,0.97017,0.67827,0.99214,0.96571,0.97778,0.97381,0.496,1.69751,0.67861,1.41999,0.000367967,0.000367967,0.000367967
92,256.842,0.9552,0.67788,1.00326,0.96089,0.99913,0.98125,0.5036,1.71419,0.65097,1.41113,0.000356178,0.000356178,0.000356178
93,259.542,0.97229,0.6716,1.02574,0.97003,0.97327,0.97776,0.50161,1.69592,0.6423,1.40078,0.000344389,0.000344389,0.000344389
94,262.482,0.98134,0.69537,0.96842,0.9708,0.97446,0.97776,0.50631,1.66834,0.64161,1.38318,0.0003326,0.0003326,0.0003326
95,265.433,0.99341,0.67523,1.01227,0.93751,0.97778,0.97446,0.51355,1.65606,0.65012,1.38964,0.00032081,0.00032081,0.00032081
96,268.416,0.90337,0.64339,0.96901,0.95408,0.93333,0.95698,0.50896,1.61963,0.66083,1.40339,0.000309021,0.000309021,0.000309021
97,271.153,0.89863,0.66842,0.97294,0.95832,0.93333,0.97404,0.52853,1.60682,0.68722,1.36244,0.000297232,0.000297232,0.000297232
98,273.865,0.92475,0.62766,0.94958,0.96187,0.93333,0.97645,0.5205,1.6232,0.69994,1.36342,0.000285443,0.000285443,0.000285443
99,276.519,0.93708,0.62436,1.00638,0.96499,0.93333,0.97429,0.52362,1.62793,0.69463,1.36617,0.000273654,0.000273654,0.000273654
100,279.321,0.893,0.64753,0.98543,0.96787,0.93333,0.96816,0.51079,1.66104,0.7148,1.46622,0.000261864,0.000261864,0.000261864
101,282.002,0.95571,0.65465,1.00963,0.96512,0.93333,0.97136,0.50576,1.68001,0.70835,1.48799,0.000250075,0.000250075,0.000250075
102,284.768,0.90196,0.62071,0.98656,0.97148,0.93333,0.9746,0.51366,1.65811,0.70203,1.43791,0.000238286,0.000238286,0.000238286
103,287.56,0.88626,0.61024,0.95646,0.98813,0.93333,0.97484,0.51749,1.65204,0.68257,1.39335,0.000226497,0.000226497,0.000226497
104,290.303,0.90575,0.62252,0.97324,0.98853,0.93333,0.97854,0.5243,1.68743,0.6811,1.4026,0.000214707,0.000214707,0.000214707
105,292.939,0.84717,0.60774,0.93511,0.99036,0.93333,0.97826,0.51558,1.6873,0.68374,1.41334,0.000202918,0.000202918,0.000202918
106,295.639,0.82608,0.57303,0.95947,0.99203,0.93333,0.97884,0.51474,1.68185,0.67347,1.41646,0.000191129,0.000191129,0.000191129
107,298.388,0.85304,0.61415,0.96478,0.9529,0.8963,0.94681,0.5102,1.68049,0.66589,1.42542,0.00017934,0.00017934,0.00017934
108,301.077,0.9222,0.61309,0.97562,0.95162,0.8963,0.9383,0.5043,1.69142,0.6415,1.40448,0.00016755,0.00016755,0.00016755
109,303.76,0.86298,0.60187,0.95555,0.952,0.8963,0.93831,0.51764,1.68048,0.64555,1.38935,0.000155761,0.000155761,0.000155761
110,306.5,0.86882,0.60229,0.97061,0.95207,0.8963,0.93696,0.51495,1.6696,0.63812,1.38471,0.000143972,0.000143972,0.000143972
111,309.467,0.83825,0.58791,0.93788,0.95238,0.8963,0.93913,0.51378,1.67779,0.6355,1.39028,0.000132183,0.000132183,0.000132183
112,312.374,0.85233,0.5966,0.91859,0.95178,0.8963,0.94657,0.5164,1.67079,0.63121,1.40088,0.000120393,0.000120393,0.000120393
113,315.239,0.82823,0.60331,0.93364,0.95194,0.8963,0.9406,0.51477,1.66903,0.63219,1.4051,0.000108604,0.000108604,0.000108604
114,317.922,0.82414,0.60127,0.94487,0.98885,0.93333,0.97015,0.51827,1.6636,0.63799,1.4059,9.68148e-05,9.68148e-05,9.68148e-05
115,320.648,0.84745,0.58811,0.96354,0.98878,0.93333,0.97015,0.53038,1.66479,0.64805,1.41144,8.50255e-05,8.50255e-05,8.50255e-05
116,323.461,0.8411,0.59048,0.96163,0.95501,0.8963,0.93851,0.53126,1.66258,0.65632,1.41276,7.32362e-05,7.32362e-05,7.32362e-05
117,326.141,0.79511,0.56023,0.92813,0.95545,0.8963,0.93711,0.52482,1.6634,0.65943,1.41753,6.1447e-05,6.1447e-05,6.1447e-05
118,328.774,0.78322,0.58742,0.92207,0.95649,0.8963,0.93709,0.51648,1.66269,0.66189,1.42206,4.96578e-05,4.96578e-05,4.96578e-05
119,331.491,0.77408,0.56645,0.92539,0.95718,0.8963,0.93713,0.51485,1.66066,0.66654,1.42389,3.78685e-05,3.78685e-05,3.78685e-05
120,334.208,0.82159,0.59283,0.93829,0.95526,0.8963,0.93713,0.51623,1.66059,0.6685,1.43116,2.60792e-05,2.60792e-05,2.60792e-05
