epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,115.346,1.47243,1.49368,1.22471,0.70918,0.62726,0.68477,0.38233,1.59333,1.66921,1.40184,0.00108947,0.00108947,0.00108947
14,126.982,1.45225,1.45911,1.22709,0.74398,0.72594,0.7492,0.38732,1.64755,1.38455,1.39763,0.00106118,0.00106118,0.00106118
15,138.367,1.45199,1.44008,1.22236,0.67424,0.69723,0.70906,0.37521,1.64639,1.45428,1.33858,0.00103288,0.00103288,0.00103288
16,148.843,1.42209,1.4011,1.2342,0.67089,0.64498,0.68045,0.36968,1.59665,1.42493,1.30246,0.00100459,0.00100459,0.00100459
17,159.577,1.42756,1.42025,1.23781,0.72276,0.62887,0.68886,0.34939,1.62927,1.42803,1.32714,0.000976293,0.000976293,0.000976293
18,168.494,1.4193,1.38688,1.18852,0.67488,0.63667,0.71113,0.38899,1.57537,1.31348,1.33054,0.000947999,0.000947999,0.000947999
19,176.075,1.35817,1.32636,1.1831,0.66896,0.75099,0.71314,0.38578,1.63403,1.28716,1.41279,0.000919704,0.000919704,0.000919704
20,183.529,1.39836,1.30903,1.21727,0.6724,0.72552,0.7175,0.39048,1.54353,1.28173,1.3046,0.00089141,0.00089141,0.00089141
21,193.146,1.35329,1.22981,1.18046,0.67576,0.71477,0.66285,0.36869,1.55659,1.33401,1.30661,0.000863116,0.000863116,0.000863116
22,204.176,1.4219,1.30927,1.24173,0.86198,0.71873,0.78101,0.39852,1.58263,1.18867,1.33918,0.000834822,0.000834822,0.000834822
23,214.09,1.471,1.25753,1.25425,0.76831,0.76853,0.76831,0.39717,1.57074,1.17672,1.31859,0.000806528,0.000806528,0.000806528
24,224.451,1.36603,1.19784,1.20642,0.70006,0.81834,0.725,0.39103,1.57668,1.1757,1.30654,0.000778233,0.000778233,0.000778233
25,235.695,1.37681,1.16507,1.17978,0.68406,0.85533,0.76473,0.38925,1.56873,1.20126,1.28224,0.000749939,0.000749939,0.000749939
26,246.533,1.31054,1.15769,1.16134,0.76595,0.76043,0.77616,0.39363,1.58381,1.1308,1.32636,0.000721645,0.000721645,0.000721645
27,257.105,1.31947,1.15328,1.15806,0.7624,0.83389,0.8043,0.41987,1.5431,1.08744,1.27653,0.000693351,0.000693351,0.000693351
28,267.733,1.2904,1.12389,1.15622,0.74012,0.80758,0.79801,0.40358,1.55604,1.07565,1.29603,0.000665057,0.000665057,0.000665057
29,276.465,1.40389,1.12541,1.20271,0.68033,0.80362,0.73992,0.37992,1.59,1.0707,1.37359,0.000636762,0.000636762,0.000636762
30,283.902,1.294,1.07354,1.141,0.7251,0.77533,0.783,0.39206,1.49358,1.08924,1.29658,0.000608468,0.000608468,0.000608468
31,291.268,1.28683,1.08271,1.15712,0.6929,0.75382,0.72781,0.39302,1.57826,1.08919,1.37675,0.000580174,0.000580174,0.000580174
32,298.944,1.30348,1.07021,1.12759,0.70583,0.70685,0.70473,0.38752,1.56545,1.25894,1.33163,0.00055188,0.00055188,0.00055188
33,306.57,1.27538,1.06854,1.10044,0.7045,0.74637,0.72367,0.40725,1.5552,1.14207,1.31896,0.000523586,0.000523586,0.000523586
34,314.24,1.27645,1.07953,1.1462,0.69292,0.7725,0.75836,0.42047,1.57857,1.01342,1.36915,0.000495291,0.000495291,0.000495291
35,321.582,1.312,1.04212,1.17726,0.76371,0.75527,0.76968,0.4316,1.564,1.00047,1.3478,0.000466997,0.000466997,0.000466997
36,328.804,1.2243,1.01139,1.10576,0.75288,0.75495,0.78919,0.44495,1.51521,0.97238,1.29509,0.000438703,0.000438703,0.000438703
37,336.712,1.23529,1.03473,1.13415,0.79449,0.77891,0.80614,0.43783,1.52534,0.98192,1.30492,0.000410409,0.000410409,0.000410409
38,344.887,1.22733,0.99734,1.06993,0.71772,0.85059,0.79512,0.42945,1.53899,0.96301,1.31189,0.000382115,0.000382115,0.000382115
39,352.865,1.21397,0.97777,1.09854,0.75412,0.80437,0.77023,0.43918,1.55218,0.94983,1.31897,0.00035382,0.00035382,0.00035382
40,361.057,1.23198,0.95378,1.09459,0.7915,0.86042,0.81619,0.42974,1.54607,0.93611,1.31263,0.000325526,0.000325526,0.000325526
41,369.525,1.20663,0.9703,1.11001,0.83035,0.79431,0.79066,0.43247,1.56088,0.911,1.31054,0.000297232,0.000297232,0.000297232
42,377.173,1.20149,0.97729,1.07059,0.78134,0.78608,0.7876,0.41811,1.60348,0.93696,1.30947,0.000268938,0.000268938,0.000268938
43,384.645,1.23104,0.93541,1.12071,0.79981,0.79683,0.79494,0.42599,1.57713,0.92014,1.31713,0.000240644,0.000240644,0.000240644
44,394.657,1.21657,0.93559,1.11423,0.73559,0.83984,0.78207,0.4222,1.60392,0.96218,1.37633,0.000212349,0.000212349,0.000212349
45,404.847,1.15594,0.90147,1.0744,0.73401,0.81154,0.79541,0.41751,1.60228,0.9483,1.37095,0.000184055,0.000184055,0.000184055
46,416.219,1.16005,0.90059,1.0664,0.76037,0.81154,0.79212,0.40464,1.62283,0.94256,1.37067,0.000155761,0.000155761,0.000155761
47,425.312,1.16223,0.8762,1.0813,0.7374,0.81208,0.76649,0.40705,1.64728,0.95555,1.39298,0.000127467,0.000127467,0.000127467
48,432.917,1.1523,0.89046,1.08488,0.71321,0.81029,0.73996,0.38839,1.64123,0.9636,1.38623,9.91726e-05,9.91726e-05,9.91726e-05
49,440.055,1.19752,0.92532,1.08179,0.70434,0.81432,0.73983,0.39501,1.61627,0.97356,1.36878,7.08784e-05,7.08784e-05,7.08784e-05
50,447.496,1.14475,0.87871,1.11065,0.71314,0.81154,0.74737,0.40501,1.60941,0.96317,1.3631,4.25842e-05,4.25842e-05,4.25842e-05
